Player, Age, Team, Pos, GP, G, A, PTS, +/-, PIM, PS, EV, PP, SH, GW, EV, PP, SH, S, S%, TOI, ATOI, BLK, HIT, FOW, FOL, FO%
T.J. Oshie,36,WSH,C,22,5,6,11,-6,17,0.8,1,4,0,1,5,1,0,47,10,366,16:39,13,55,18,35,
Alex Ovechkin,37,WSH,LW,37,22,19,41,-3,16,4.8,15,7,0,3,11,8,0,158,9.4,759,20:30,12,99,2,3,
Brayden Pachal,23,VEG,D,4,0,2,2,1,2,0.3,0,0,0,0,2,0,0,10,8.6,62,15:30,3,11,0,0,
Jean-Gabriel Pageau,30,NYI,C,36,7,12,19,-5,2,1.3,2,4,1,2,10,2,0,69,7.1,662,18:23,28,93,403,312,
Ondrej Palat,31,NJD,LW,6,3,0,3,-1,0,0.4,3,0,0,1,0,0,0,8,9.7,112,18:43,4,12,0,2,
Kyle Palmieri,31,NYI,RW,21,6,3,9,-2,6,0.9,5,1,0,1,2,1,0,39,12.6,337,16:04,6,34,6,10,
Artemi Panarin,31,NYR,LW,36,9,32,41,-7,12,3.3,7,2,0,2,17,15,0,96,9.1,729,20:15,6,10,0,3,
Colton Parayko,29,STL,D,32,2,8,10,-12,14,0.9,2,0,0,1,7,1,0,65,3.5,754,23:34,60,58,0,0,
Zach Parise,38,NYI,LW,36,11,6,17,4,8,1.9,7,3,1,1,4,1,1,82,0,587,16:18,34,37,9,10,
Juuso Parssinen,21,NSH,C,19,3,4,7,-7,0,0.3,2,1,0,1,2,2,0,24,14.9,301,15:50,6,36,77,90,
David Pastrnak,26,BOS,RW,34,24,23,47,11,18,6,14,10,0,3,11,12,0,174,0,679,19:58,10,34,5,6,
Nick Paul,27,TBL,LW,32,13,8,21,11,12,2.7,10,3,0,3,8,0,0,58,6.8,549,17:10,28,57,201,186,
Joe Pavelski,38,DAL,C,36,11,23,34,22,4,4.2,5,6,0,0,17,6,0,87,15.2,624,17:19,27,36,179,156,
Tanner Pearson,30,VAN,LW,14,1,4,5,-9,21,-0.1,1,0,0,0,3,1,0,17,0,189,13:30,3,20,7,11,
Lane Pederson,25,VAN,F,5,1,2,3,3,4,0.4,1,0,0,0,2,0,0,10,9.5,66,13:13,4,9,6,9,
Andrew Peeke,24,CBJ,D,33,3,2,5,-10,14,0.7,3,0,0,1,1,0,1,32,0,671,20:19,67,70,0,0,
Adam Pelech,28,NYI,D,27,3,8,11,12,24,2.6,3,0,0,0,7,0,1,35,0,562,20:49,41,39,0,0,
Nicklaus Perbix,24,TBL,D,26,3,5,8,8,8,1.9,3,0,0,1,5,0,0,42,6.3,404,15:33,29,26,0,0,
Cole Perfetti,21,WPG,C,33,6,14,20,5,16,1.8,6,0,0,0,11,3,0,62,7.1,498,15:06,15,25,2,7,
David Perron,34,DET,LW,32,11,15,26,2,14,2.7,9,2,0,2,8,7,0,87,14.9,543,16:58,13,42,0,2,
Corey Perry,37,TBL,RW,32,5,9,14,-10,27,0.7,2,3,0,1,3,6,0,55,8.5,400,12:30,10,26,0,0,
Brett Pesce,28,CAR,D,35,2,9,11,9,12,2.8,1,1,0,2,7,2,0,57,16.7,786,22:27,58,17,0,0,
Nic Petan,27,MIN,C,8,0,2,2,3,2,0.2,0,0,0,0,2,0,0,6,8.3,90,11:16,3,3,0,1,
John-Jason Peterka,21,BUF,RW,32,7,8,15,1,14,1.2,7,0,0,1,6,2,0,47,0,458,14:19,3,6,0,1,
Jacob Peterson,23,DAL,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,11.8,12,12:19,1,0,0,0,
Jeff Petry,35,PIT,D,28,3,9,12,4,18,2.3,1,2,0,0,7,2,0,44,17.5,625,22:20,54,89,0,0,
Elias Pettersson,24,VAN,C,32,16,26,42,10,4,4.7,16,0,0,2,13,12,1,105,0,630,19:41,32,26,161,209,
Marcus Pettersson,26,PIT,D,34,0,11,11,5,19,2.1,0,0,0,0,11,0,0,42,0,701,20:38,68,70,0,0,
Michael Pezzetta,24,MTL,C,18,2,1,3,-4,14,0.1,2,0,0,0,0,1,0,21,0,142,7:53,2,51,5,5,
Isaak Phillips,21,CHI,D,3,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,5,7,49,16:10,1,8,0,0,
Matthew Phillips,24,CGY,F,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1.4,18,9:02,0,0,0,0,
Alex Pietrangelo,33,VEG,D,28,4,23,27,-1,6,3.7,3,1,0,1,13,10,0,63,3.9,672,24:01:00,66,30,0,0,
Lawrence Pilut,27,BUF,D,17,1,2,3,-4,0,0.1,1,0,0,1,2,0,0,14,3.6,218,12:48,16,6,0,0,
Shane Pinto,22,OTT,C,34,10,6,16,-9,6,1.5,7,3,0,2,4,2,0,67,15,541,15:54,14,33,202,155,
Neal Pionk,27,WPG,D,35,5,9,14,-8,17,2.1,5,0,0,1,8,1,0,59,20.8,764,21:50,61,79,0,0,
Rem Pitlick,25,MTL,C,14,1,0,1,-4,10,-0.2,1,0,0,0,0,0,0,6,12.7,143,10:14,3,5,7,10,
Tyler Pitlick,31,STL,C,22,1,1,2,-1,2,-0.1,1,0,0,0,1,0,0,12,0,196,8:55,9,37,0,2,
Vasily Podkolzin,21,VAN,RW,16,0,3,3,-2,9,-0.2,0,0,0,0,3,0,0,18,19.2,201,12:34,7,21,2,4,
Ryan Poehling,24,PIT,C,30,4,4,8,3,2,0.7,3,0,1,0,3,0,1,34,13,337,11:15,19,42,95,120,
Brayden Point,26,TBL,C,32,17,15,32,2,2,3.6,12,5,0,5,10,5,0,97,0,651,20:21,11,13,181,209,
Tucker Poolman,29,VAN,D,3,0,1,1,1,0,0.2,0,0,0,0,1,0,0,3,33.3,42,13:58,2,2,0,0,
Samuel Poulin,21,PIT,RW,3,0,1,1,-3,2,-0.1,0,0,0,0,0,1,0,2,14,30,9:58,1,3,8,9,
Owen Power,20,BUF,D,29,0,10,10,9,16,1.8,0,0,0,0,7,2,1,42,0,685,23:38,37,14,0,0,
Aliaksei Protas,22,WSH,C,37,3,4,7,1,4,0.4,3,0,0,0,4,0,0,43,0,403,10:54,8,26,3,16,
Ivan Provorov,26,PHI,D,35,1,11,12,-10,10,1.5,1,0,0,0,9,2,0,69,0,817,23:21,84,54,0,0,
Jesse Puljujarvi,24,EDM,RW,36,2,6,8,-12,11,-0.4,2,0,0,0,6,0,0,51,5.9,474,13:10,10,74,0,1,
Ryan Pulock,28,NYI,D,36,2,12,14,11,8,2.9,2,0,0,1,9,3,0,55,0,719,19:58,59,58,0,0,
Jack Quinn,21,BUF,RW,27,6,11,17,4,0,1.6,5,1,0,1,6,5,0,40,0,376,13:55,2,14,6,11,
Taylor Raddysh,24,CHI,RW,33,10,4,14,-13,6,1.2,6,4,0,0,2,2,0,48,12.1,534,16:11,14,38,5,4,
Rickard Rakell,29,PIT,RW,34,13,9,22,10,4,2.7,9,4,0,0,6,3,0,102,0,619,18:12,25,62,6,4,
Sampo Ranta,22,COL,LW,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,5,33.3,36,7:12,2,7,0,1,
Mikko Rantanen,26,COL,RW,33,24,19,43,7,24,5.5,20,4,0,4,6,13,0,125,0,756,22:55,18,44,92,125,
Michael Rasmussen,23,DET,C,30,6,9,15,-5,25,1.1,6,0,0,0,9,0,0,46,0,434,14:28,26,65,153,157,
Jack Rathbone,23,VAN,D,6,0,1,1,-3,0,-0.1,0,0,0,0,1,0,0,7,15,93,15:25,3,1,0,0,
Aatu Raty,20,NYI,C,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,16.7,20,9:54,1,2,4,7,
Lucas Raymond,20,DET,LW,32,8,10,18,-8,14,1.2,4,4,0,3,5,5,0,57,16.2,559,17:28,5,14,3,5,
Ryan Reaves,36,TOT,RW,27,0,4,4,-3,19,-0.1,0,0,0,0,4,0,0,12,7.4,258,9:32,9,80,3,7,
Ryan Reaves,36,MIN,RW,15,0,4,4,2,7,0.2,0,0,0,0,4,0,0,9,6.8,156,10:25,5,36,1,3,
Ryan Reaves,36,NYR,RW,12,0,0,0,-5,12,-0.3,0,0,0,0,0,0,0,3,11,101,8:27,4,44,2,4,
Pavol Regenda,23,ANA,F,14,1,2,3,-3,4,0,1,0,0,0,2,0,0,17,2.2,148,10:33,13,8,1,1,
Alec Regula,22,CHI,D,4,0,0,0,-3,4,-0.1,0,0,0,0,0,0,0,2,0,66,16:36,8,4,0,0,
Lukas Reichel,20,CHI,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,5.9,14,13:58,0,0,3,1,
Mike Reilly,29,BOS,D,10,0,1,1,0,2,0.2,0,0,0,0,1,0,0,12,13,167,16:44,10,21,0,0,
Sam Reinhart,27,FLA,C,35,12,12,24,-3,6,2,6,6,0,1,9,2,1,99,6.1,692,19:47,17,21,52,71,
Dan Renouf,28,BOS,D,1,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,5,0,12,11:34,2,1,0,0,
Anthony Richard,26,MTL,C,3,1,0,1,2,2,0.2,1,0,0,0,0,0,0,3,5.8,32,10:38,0,5,0,0,
Morgan Rielly,28,TOR,D,20,0,16,16,-1,7,1.9,0,0,0,0,10,6,0,34,12.2,460,23:00,24,22,0,0,
Rasmus Ristolainen,28,PHI,D,28,0,1,1,-7,20,0.2,0,0,0,0,1,0,0,28,0,514,18:21,66,67,0,0,
Brett Ritchie,29,CGY,RW,28,6,2,8,3,21,1,6,0,0,0,2,0,0,40,10,261,9:19,4,51,2,0,
Nick Ritchie,27,ARI,LW,30,7,7,14,-8,26,1,3,4,0,2,3,4,0,42,6.7,408,13:35,10,73,2,7,
Jason Robertson,23,DAL,LW,36,24,27,51,19,8,7,18,6,0,5,13,14,0,148,14,666,18:31,4,17,0,1,
Nicholas Robertson,21,TOR,LW,15,2,3,5,2,0,0.5,2,0,0,1,3,0,0,27,13.9,163,10:53,7,18,2,1,
Buddy Robinson,31,CHI,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,0,11,11:03,0,3,0,0,
Eric Robinson,27,CBJ,LW,31,3,7,10,-9,6,0.3,3,0,0,1,5,0,2,44,13.5,428,13:47,11,51,1,7,
Evan Rodrigues,29,COL,C,24,8,5,13,-2,12,1.3,3,5,0,0,5,0,0,73,22.2,448,18:41,8,14,79,79,
Alexander Romanov,23,NYI,D,36,1,11,12,10,23,2.5,1,0,0,0,11,0,0,46,4.3,730,20:17,74,92,0,0,
Kevin Rooney,29,CGY,C,17,0,1,1,-2,7,-0.2,0,0,0,0,1,0,0,14,3.2,151,8:52,10,26,44,61,
Filip Roos,24,CHI,D,15,1,2,3,-7,4,0.3,1,0,0,0,2,0,0,17,1.8,245,16:19,17,11,0,0,
Calle Rosen,28,STL,D,18,3,4,7,9,4,1.8,3,0,0,1,4,0,0,23,6.1,252,13:59,20,7,0,0,
Jack Roslovic,26,CBJ,C,30,3,15,18,-4,8,1.1,0,1,2,0,11,4,0,49,11.1,497,16:34,23,19,183,203,
Marco Rossi,21,MIN,C,16,0,1,1,-4,6,-0.4,0,0,0,0,1,0,0,11,7.5,199,12:26,7,4,56,67,
Matt Roy,27,LAK,D,38,4,8,12,-2,12,1.9,4,0,0,0,7,0,1,69,4.2,700,18:26,68,57,0,0,
Nicolas Roy,25,VEG,C,34,5,8,13,-2,12,0.8,3,2,0,1,5,2,1,41,20.4,530,15:36,22,45,200,200,
Chad Ruhwedel,32,PIT,D,17,0,1,1,2,10,0.4,0,0,0,0,1,0,0,10,12.5,224,13:10,15,21,0,0,
Bryan Rust,30,PIT,RW,34,9,12,21,-11,11,1.5,7,2,0,0,8,3,1,90,4.5,593,17:26,17,39,2,2,
Jan Rutta,32,PIT,D,34,3,3,6,7,22,1.9,3,0,0,0,3,0,0,45,18.9,591,17:23,41,42,0,0,
Adam Ruzicka,23,CGY,C,26,6,14,20,5,6,2.1,4,2,0,2,10,4,0,43,8.1,331,12:44,3,18,34,41,
Derek Ryan,36,EDM,C,35,5,4,9,-1,18,0.6,5,0,0,0,4,0,0,36,12.1,371,10:35,20,23,82,88,
Jonas Rndbjerg,23,VEG,RW,6,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,4,6.5,57,9:33,2,0,1,1,
Brandon Saad,30,STL,LW,28,7,3,10,-6,6,0.7,6,0,1,0,3,0,0,52,12.7,470,16:47,12,14,0,2,
Robin Salo,24,NYI,D,11,2,2,4,1,4,0.8,2,0,0,0,2,0,0,9,6.8,123,11:11,13,6,0,0,
Dylan Samberg,24,WPG,D,26,1,4,5,2,12,1.2,1,0,0,0,4,0,0,23,7,396,15:14,46,44,0,0,
Mattias Samuelsson,22,BUF,D,19,1,1,2,14,12,1.4,1,0,0,0,1,0,0,31,0,429,22:36,38,47,0,0,
Jake Sanderson,20,OTT,D,34,1,11,12,2,4,2.5,0,1,0,0,6,5,0,56,8.8,714,20:59,57,23,0,0,
Rasmus Sandin,22,TOR,D,33,2,12,14,7,15,2.6,2,0,0,0,6,6,0,33,8.9,597,18:06,38,74,0,0,
Zach Sanford,28,NSH,LW,8,1,1,2,-3,2,0,1,0,0,1,1,0,0,9,4,97,12:04,6,9,1,0,
Travis Sanheim,26,PHI,D,35,4,10,14,-6,22,2.2,3,0,1,0,9,1,0,53,10,737,21:03,61,36,0,0,
David Savard,32,MTL,D,24,1,7,8,-4,18,1.1,1,0,0,1,7,0,0,24,5.9,535,22:17,74,19,0,0,
Mark Scheifele,29,WPG,C,35,20,8,28,-1,28,3.3,14,6,0,2,6,2,0,98,15.4,732,20:55,15,21,245,288,
Brayden Schenn,31,STL,C,35,7,20,27,-13,23,1.8,6,1,0,1,15,5,0,56,0,618,17:40,6,60,102,136,
Luke Schenn,33,VAN,D,34,2,8,10,5,54,1.8,2,0,0,0,8,0,0,44,8.7,598,17:35,57,159,0,0,
Nick Schmaltz,26,ARI,C,18,7,9,16,1,10,1.7,5,2,0,1,8,1,0,37,14.1,334,18:34,9,4,23,30,
Nate Schmidt,31,WPG,D,29,3,3,6,6,2,2,1,2,0,0,2,1,0,37,25,577,19:54,40,19,0,0,
Braden Schneider,21,NYR,D,36,4,4,8,10,5,2.4,4,0,0,0,4,0,0,33,0,544,15:06,50,56,0,0,
Justin Schultz,32,SEA,D,30,3,14,17,5,22,2.3,3,0,0,1,7,7,0,46,2.4,554,18:28,35,12,0,0,
Jaden Schwartz,30,SEA,C,31,8,9,17,-10,8,0.9,3,5,0,1,9,0,0,63,7.9,556,17:56,7,28,45,43,
Lukas Sedlak,29,TOT,C,30,3,5,8,4,12,0.7,3,0,0,0,4,0,1,44,4.9,366,12:12,31,58,88,102,
Lukas Sedlak,29,PHI,C,27,3,5,8,3,12,0.6,3,0,0,0,4,0,1,43,3.6,343,12:42,27,53,84,92,
Lukas Sedlak,29,COL,C,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23,7:42,4,5,4,10,
Nick Seeler,29,PHI,D,33,3,3,6,3,28,1.6,3,0,0,0,3,0,0,34,10,462,14:01,53,46,0,0,
Tyler Seguin,31,DAL,C,36,7,17,24,4,14,2.1,5,2,0,2,15,2,0,79,17.2,605,16:48,13,29,261,207,
Moritz Seider,21,DET,D,32,2,10,12,-14,12,1,2,0,0,1,5,4,1,50,7.6,734,22:57,78,71,0,0,
Mikhail Sergachev,24,TBL,D,30,5,22,27,-1,26,3.4,3,2,0,1,10,11,1,50,12.5,709,23:37,62,36,0,0,
Damon Severson,28,NJD,D,33,2,4,6,0,24,1.3,2,0,0,1,2,2,0,34,3.3,616,18:39,39,18,0,0,
Yegor Sharangovich,24,NJD,C,34,10,7,17,0,6,1.8,8,0,2,2,6,0,1,65,0,484,14:15,21,10,11,17,
Kevin Shattenkirk,34,ANA,D,31,0,9,9,-3,28,1.3,0,0,0,0,8,1,0,68,0,559,18:01,44,41,0,0,
Mason Shaw,24,MIN,C,28,4,7,11,3,49,1,4,0,0,0,5,0,2,46,3.8,327,11:40,8,49,8,7,
Riley Sheahan,31,BUF,C,2,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,0,0,17,8:19,1,0,7,3,
Conor Sheary,30,WSH,LW,37,11,12,23,2,16,2.4,7,2,2,1,8,4,0,78,0,607,16:24,16,22,13,14,
Kiefer Sherwood,27,NSH,RW,5,1,1,2,1,11,0.2,1,0,0,0,1,0,0,4,0,50,10:02,0,8,1,0,
Devin Shore,28,EDM,C,28,0,3,3,2,2,-0.1,0,0,0,0,3,0,0,17,18.1,244,8:43,16,29,53,54,
Jonas Siegenthaler,25,NJD,D,34,1,11,12,16,22,3,0,1,0,0,11,0,0,42,0,704,20:42,62,38,0,0,
Jakob Silfverberg,32,ANA,LW,34,5,4,9,-13,8,0,4,1,0,0,3,1,0,63,16.7,521,15:20,26,6,12,14,
Cole Sillinger,19,CBJ,C,30,2,4,6,-6,12,0,1,1,0,0,4,0,0,41,0,379,12:38,12,39,136,166,
Radim Simek,30,SJS,D,29,1,1,2,-8,25,0.2,1,0,0,0,1,0,0,28,5.6,439,15:08,51,58,0,0,
Wayne Simmonds,34,TOR,RW,7,0,1,1,0,8,0,0,0,0,0,1,0,0,6,0,53,7:38,4,18,0,0,
Colton Sissons,29,NSH,C,33,3,5,8,-1,4,0.3,3,0,0,0,5,0,0,30,18.9,510,15:28,23,78,244,209,
Jeff Skinner,30,BUF,LW,29,16,20,36,13,25,4.5,11,5,0,0,14,6,0,93,6.5,493,17:00,6,15,56,60,
Brady Skjei,28,CAR,D,34,6,9,15,13,8,3.8,4,1,1,2,9,0,0,79,6.1,731,21:31,25,34,0,0,
Juraj Slafkovsky,18,MTL,LW,29,4,6,10,-2,31,0.8,3,1,0,0,5,1,0,32,18.2,345,11:54,19,33,3,3,
Jaccob Slavin,28,CAR,D,35,2,8,10,10,6,2.8,2,0,0,1,7,0,1,60,0,795,22:42,56,25,0,0,
Brendan Smith,33,NJD,D,33,0,3,3,1,38,0.8,0,0,0,0,3,0,0,34,14.7,481,14:34,39,65,0,0,
Cole Smith,27,NSH,F,33,0,7,7,1,32,0.1,0,0,0,0,6,0,1,37,0,389,11:47,11,85,0,4,
Craig Smith,33,BOS,C,20,1,3,4,1,6,0.2,1,0,0,0,2,1,0,26,2.8,196,9:48,3,19,0,2,
Givani Smith,24,TOT,RW,3,0,0,0,-3,7,-0.2,0,0,0,0,0,0,0,4,0,27,8:58,1,8,0,0,
Givani Smith,24,DET,RW,2,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,3,13.3,20,9:57,1,4,0,0,
Givani Smith,24,FLA,RW,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,15.4,7,7:01,0,4,0,0,
Reilly Smith,31,VEG,RW,37,17,10,27,3,8,3.4,7,6,4,3,9,1,0,94,4,635,17:10,14,26,2,1,
Joe Snively,27,WSH,F,5,0,1,1,-1,0,0,0,0,0,0,1,0,0,9,15,60,11:56,2,2,1,0,
Elmer Soderblom,21,DET,RW,16,4,1,5,-1,6,0.5,4,0,0,1,1,0,0,24,0,201,12:34,9,16,1,1,
Nikita Soshnikov,29,NYI,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,14.6,30,9:56,0,8,0,1,
Carson Soucy,28,SEA,D,32,2,6,8,10,33,1.7,2,0,0,0,6,0,0,36,8.2,529,16:31,33,68,0,0,
Jordan Spence,21,LAK,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,43,14:19,3,2,0,0,
Daniel Sprong,25,SEA,RW,25,10,9,19,11,4,2.6,7,3,0,2,5,4,0,53,0,265,10:37,3,12,1,2,
Jared Spurgeon,33,MIN,D,34,4,12,16,16,10,4,3,1,0,1,9,2,1,62,9.4,719,21:09,73,34,0,0,
Eric Staal,38,FLA,C,28,3,5,8,-10,10,0,3,0,0,0,5,0,0,49,14,395,14:06,18,13,150,174,
Jordan Staal,34,CAR,C,35,10,8,18,8,10,2.1,10,0,0,3,8,0,0,55,8.7,578,16:30,14,78,329,295,
Marc Staal,36,FLA,D,35,0,4,4,-3,8,0.5,0,0,0,0,4,0,0,24,8.7,637,18:12,51,63,0,0,
Steven Stamkos,32,TBL,C,32,16,22,38,3,16,4.1,9,7,0,2,14,8,0,109,19.6,620,19:22,25,38,192,175,
Logan Stanley,24,WPG,D,7,0,1,1,0,6,0.2,0,0,0,0,1,0,0,5,14.9,95,13:35,8,20,0,0,
Paul Stastny,37,CAR,C,34,1,8,9,1,14,0.4,1,0,0,1,7,1,0,36,17.2,420,12:21,7,15,121,84,
Troy Stecher,28,ARI,D,33,0,2,2,-5,23,0.3,0,0,0,0,2,0,0,38,8.9,541,16:24,48,31,0,0,
Sam Steel,24,MIN,C,34,6,9,15,7,10,1.5,6,0,0,1,7,2,0,45,0,476,13:59,6,20,164,169,
Kevin Stenlund,26,WPG,C,8,2,1,3,0,2,0.3,2,0,0,0,1,0,0,13,23.1,101,12:37,3,3,40,31,
Derek Stepan,32,CAR,C,32,2,2,4,4,4,0.3,2,0,0,0,2,0,0,50,16.8,289,9:03,8,9,96,84,
Chandler Stephenson,28,VEG,C,37,9,27,36,7,14,3.5,4,4,1,3,18,7,2,60,11.5,733,19:49,24,43,325,204,
Riley Stillman,24,VAN,D,20,0,3,3,-7,19,-0.1,0,0,0,0,3,0,0,21,10,305,15:16,20,27,0,0,
Mark Stone,30,VEG,RW,37,15,16,31,9,8,3.7,11,3,1,1,11,5,0,103,0,726,19:37,21,28,0,3,
Michael Stone,32,CGY,D,26,4,4,8,5,12,1.8,4,0,0,0,2,2,0,49,11.1,340,13:04,26,28,0,0,
Anton Stralman,36,BOS,D,8,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,3,13.2,123,15:22,10,12,0,0,
Austin Strand,25,ANA,D,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,5,12.6,62,12:24,4,5,0,0,
Dylan Strome,25,WSH,C,37,6,20,26,-8,10,1.9,4,2,0,1,11,9,0,64,3.4,628,16:58,20,9,241,254,
Ryan Strome,29,ANA,C,35,8,10,18,-14,27,1,7,1,0,2,9,1,0,57,11.2,593,16:56,11,16,241,309,
Jack Studnicka,23,TOT,C,17,2,1,3,-5,6,0,2,0,0,1,1,0,0,23,5.4,175,10:16,7,15,24,30,
Jack Studnicka,23,VAN,C,16,2,1,3,-4,2,0,2,0,0,1,1,0,0,23,17,167,10:25,7,15,24,28,
Jack Studnicka,23,BOS,C,1,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,0,17.8,8,8:01,0,0,0,2,
Nico Sturm,27,SJS,C,28,9,2,11,-5,11,1.1,9,0,0,1,2,0,0,46,0,415,14:50,19,41,161,117,
Tim Sttzle,21,OTT,LW,30,11,18,29,-10,24,2.7,6,5,0,1,8,10,0,74,66.7,607,20:13,22,55,85,117,
C.J. Suess,28,SJS,LW,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,6,5:50,0,1,0,1,
Oskar Sundqvist,28,DET,C,25,5,8,13,-1,20,1,3,2,0,0,5,3,0,29,0,402,16:06,12,22,21,27,
Pius Suter,26,DET,F,31,4,6,10,0,2,0.7,3,0,1,0,6,0,0,45,0,400,12:54,17,17,60,70,
Ryan Suter,38,DAL,D,36,0,8,8,-9,18,0.7,0,0,0,0,6,2,0,44,11.8,769,21:22,56,44,0,0,
Nick Suzuki,23,MTL,C,34,15,16,31,-4,10,3.2,9,5,1,0,13,3,0,65,13.9,717,21:05,17,20,250,266,
Andrei Svechnikov,22,CAR,RW,35,18,13,31,0,20,3.8,15,3,0,1,6,7,0,107,8.8,640,18:17,5,72,1,0,
Evgeny Svechnikov,26,SJS,LW,28,3,4,7,0,10,0.5,3,0,0,0,4,0,0,26,13,311,11:06,11,39,5,3,
Brandon Tanev,31,SEA,LW,32,5,11,16,15,17,1.6,5,0,0,2,11,0,0,50,3.5,472,14:46,32,81,2,10,
Chris Tanev,33,CGY,D,28,0,5,5,-4,4,0.7,0,0,0,0,5,0,0,27,18.3,564,20:09,67,21,0,0,
Vladimir Tarasenko,31,STL,RW,33,10,19,29,-14,8,2.3,7,2,1,0,12,7,0,90,13,590,17:53,13,40,0,2,
Tomas Tatar,32,NJD,LW,34,9,10,19,20,14,2.6,9,0,0,0,10,0,0,68,10.5,519,15:17,20,27,8,15,
John Tavares,32,TOR,C,35,15,17,32,-1,16,3.3,8,7,0,2,8,9,0,119,0,606,17:20,15,49,341,232,
Teuvo Teravainen,28,CAR,F,25,2,10,12,0,6,0.7,0,1,1,0,7,3,0,59,4.2,415,16:36,7,8,11,7,
Troy Terry,25,ANA,C,35,12,17,29,-6,10,2.6,8,4,0,2,13,4,0,107,6.1,700,20:00,12,9,1,0,
Shea Theodore,27,VEG,D,29,4,18,22,14,6,4.3,3,1,0,1,14,4,0,74,11.1,633,21:51,41,11,0,0,
Robert Thomas,23,STL,C,34,8,24,32,-5,4,2.6,6,2,0,0,16,8,0,47,2,656,19:17,15,6,304,261,
Tage Thompson,25,BUF,C,32,26,24,50,12,18,6.5,13,12,1,4,14,10,0,146,16.5,605,18:54,10,16,164,228,
Lassi Thomson,22,OTT,D,2,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,0,22,10:54,0,2,0,0,
Chris Tierney,28,FLA,C,5,2,1,3,1,0,0.4,2,0,0,0,1,0,0,3,0,38,7:40,2,2,10,5,
Conor Timmins,24,TOT,D,11,0,6,6,-1,0,0.6,0,0,0,0,5,1,0,9,0,169,15:22,4,8,0,0,
Conor Timmins,24,TOR,D,9,0,6,6,1,0,0.8,0,0,0,0,5,1,0,6,8,152,16:53,4,8,0,0,
Conor Timmins,24,ARI,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,14.7,17,8:34,0,0,0,0,
Jarred Tinordi,30,CHI,D,25,2,3,5,-4,15,1.1,2,0,0,1,3,0,0,17,13.3,419,16:47,37,92,0,0,
Owen Tippett,23,PHI,RW,30,10,6,16,-8,8,1.5,6,4,0,1,6,0,0,72,5.7,483,16:06,24,59,9,3,
Brady Tkachuk,23,OTT,LW,34,13,24,37,-11,45,3.6,8,5,0,4,13,11,0,148,17.4,631,18:34,5,85,148,151,
Matthew Tkachuk,25,FLA,LW,32,15,25,40,6,57,4.2,13,2,0,0,15,10,0,115,16.8,655,20:27,11,22,8,12,
Devon Toews,28,COL,D,31,2,17,19,5,6,3.5,2,0,0,0,15,2,0,57,10.5,779,25:09:00,54,23,0,0,
Jonathan Toews,34,CHI,C,32,11,9,20,-16,35,1.7,4,7,0,1,7,2,0,60,0,571,17:50,18,4,389,204,
Tyler Toffoli,30,CGY,C,36,14,14,28,7,14,3.3,9,5,0,2,9,5,0,108,20.3,609,16:56,6,39,3,3,
Eeli Tolvanen,23,NSH,RW,13,2,2,4,-2,4,0.3,2,0,0,1,2,0,0,19,0,167,12:49,16,22,1,2,
Dominic Toninato,28,WPG,C,4,0,1,1,1,2,0.1,0,0,0,0,1,0,0,5,5.9,28,7:03,1,4,3,5,
Alexey Toropchenko,23,STL,RW,22,1,2,3,-1,6,0,1,0,0,0,2,0,0,24,20,222,10:06,8,51,0,0,
Yakov Trenin,26,NSH,C,28,3,5,8,3,8,0.6,2,0,1,0,5,0,0,49,10,400,14:16,14,67,5,5,
Vincent Trocheck,29,NYR,C,36,12,16,28,-7,20,2.4,5,7,0,0,11,5,0,108,9.1,727,20:12,15,88,316,247,
Jacob Trouba,28,NYR,D,36,2,9,11,-4,37,1.7,1,0,1,0,8,0,1,102,25,763,21:12,88,110,0,0,
Alex Tuch,26,BUF,RW,32,15,20,35,11,6,4,10,5,0,4,13,7,0,91,2.4,599,18:44,18,22,11,12,
Tyler Tucker,22,STL,D,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3.1,52,13:01,6,8,0,0,
